"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Uttar Pradesh","Hamirpur","Raath","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","19/04/2021","9100","9275","9200"
"Uttar Pradesh","Hamirpur","Raath","Banana","Banana - Ripe","19/04/2021","1985","2100","2050"
"Uttar Pradesh","Hamirpur","Raath","Barley (Jau)","Dara","19/04/2021","1590","1650","1625"
"Uttar Pradesh","Hamirpur","Raath","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5200","5350","5300"
"Uttar Pradesh","Hamirpur","Raath","Black Gram Dal (Urd Dal)","Black Gram Dal","19/04/2021","8850","9000","8930"
"Uttar Pradesh","Hamirpur","Raath","Bottle gourd","Bottle Gourd","19/04/2021","1080","1160","1125"
"Uttar Pradesh","Hamirpur","Raath","Brinjal","Brinjal","19/04/2021","1175","1260","1225"
"Uttar Pradesh","Hamirpur","Raath","Cabbage","Cabbage","19/04/2021","850","930","900"
"Uttar Pradesh","Hamirpur","Raath","Gur(Jaggery)","Red","19/04/2021","2900","3075","3000"
"Uttar Pradesh","Hamirpur","Raath","Lentil (Masur)(Whole)","Kala Masoor New","19/04/2021","5800","5950","5900"
"Uttar Pradesh","Hamirpur","Raath","Mustard","Mustard","19/04/2021","5945","6100","6000"
"Uttar Pradesh","Hamirpur","Raath","Mustard Oil","Mustard Oil","19/04/2021","11500","11680","11600"
"Uttar Pradesh","Hamirpur","Raath","Onion","Red","19/04/2021","1125","1200","1160"
"Uttar Pradesh","Hamirpur","Raath","Peas(Dry)","Peas(Dry)","19/04/2021","5000","5150","5100"
"Uttar Pradesh","Hamirpur","Raath","Pomegranate","Pomogranate","19/04/2021","6350","6600","6500"
"Uttar Pradesh","Hamirpur","Raath","Potato","Desi","19/04/2021","790","865","825"
"Uttar Pradesh","Hamirpur","Raath","Pumpkin","Pumpkin","19/04/2021","1100","1180","1140"
"Uttar Pradesh","Hamirpur","Raath","Rice","III","19/04/2021","2350","2500","2450"
"Uttar Pradesh","Hamirpur","Raath","Sesamum(Sesame,Gingelly,Til)","White","19/04/2021","7190","7320","7250"
"Uttar Pradesh","Hamirpur","Raath","Tomato","Deshi","19/04/2021","820","900","865"
"Uttar Pradesh","Hamirpur","Raath","Wheat","Dara","19/04/2021","1975","1975","1975"
"Uttar Pradesh","Hardoi","Hardoi","Apple","Kasmir/Shimla - II","19/04/2021","7410","7460","7435"
"Uttar Pradesh","Hardoi","Hardoi","Banana","Bhushavali(Pacha)","19/04/2021","1210","1250","1230"
"Uttar Pradesh","Hardoi","Hardoi","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5070","5130","5100"
"Uttar Pradesh","Hardoi","Hardoi","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2500","2530","2515"
"Uttar Pradesh","Hardoi","Hardoi","Bitter gourd","Bitter Gourd","19/04/2021","1860","1880","1870"
"Uttar Pradesh","Hardoi","Hardoi","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","19/04/2021","7580","7635","7600"
"Uttar Pradesh","Hardoi","Hardoi","Bottle gourd","Bottle Gourd","19/04/2021","990","1030","1010"
"Uttar Pradesh","Hardoi","Hardoi","Brinjal","Round/Long","19/04/2021","1200","1220","1210"
"Uttar Pradesh","Hardoi","Hardoi","Cabbage","Cabbage","19/04/2021","810","860","830"
"Uttar Pradesh","Hardoi","Hardoi","Cauliflower","African Sarson","19/04/2021","970","990","980"
"Uttar Pradesh","Hardoi","Hardoi","Cucumbar(Kheera)","Cucumbar","19/04/2021","970","990","980"
"Uttar Pradesh","Hardoi","Hardoi","Garlic","Garlic","19/04/2021","4750","4790","4770"
"Uttar Pradesh","Hardoi","Hardoi","Ginger(Green)","Green Ginger","19/04/2021","2740","2785","2760"
"Uttar Pradesh","Hardoi","Hardoi","Green Chilli","Green Chilly","19/04/2021","2740","2785","2760"
"Uttar Pradesh","Hardoi","Hardoi","Gur(Jaggery)","Yellow","19/04/2021","2800","2830","2815"
"Uttar Pradesh","Hardoi","Hardoi","Lemon","Lemon","19/04/2021","3540","3560","3550"
"Uttar Pradesh","Hardoi","Hardoi","Maize","Hybrid/Local","19/04/2021","1540","1560","1550"
"Uttar Pradesh","Hardoi","Hardoi","Mustard","Sarson(Black)","19/04/2021","4800","4850","4825"
"Uttar Pradesh","Hardoi","Hardoi","Mustard Oil","Mustard Oil","19/04/2021","11900","11920","11910"
"Uttar Pradesh","Hardoi","Hardoi","Onion","Pusa-Red","19/04/2021","1270","1300","1280"
"Uttar Pradesh","Hardoi","Hardoi","Paddy(Dhan)(Common)","Paddy Coarse","19/04/2021","1610","1685","1650"
"Uttar Pradesh","Hardoi","Hardoi","Pomegranate","Pomogranate","19/04/2021","6810","6850","6825"
"Uttar Pradesh","Hardoi","Hardoi","Potato","Kufri Megha","19/04/2021","850","880","865"
"Uttar Pradesh","Hardoi","Hardoi","Pumpkin","Pumpkin","19/04/2021","940","960","950"
"Uttar Pradesh","Hardoi","Hardoi","Rice","III","19/04/2021","2190","2285","2240"
"Uttar Pradesh","Hardoi","Hardoi","Tomato","Hybrid","19/04/2021","840","890","870"
"Uttar Pradesh","Hardoi","Hardoi","Wheat","Dara","19/04/2021","1730","1975","1975"
"Uttar Pradesh","Hardoi","Sandila","Apple","Apple","19/04/2021","7430","7510","7470"
"Uttar Pradesh","Hardoi","Sandila","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5070","5150","5110"
"Uttar Pradesh","Hardoi","Sandila","Potato","Badshah","19/04/2021","800","900","850"
"Uttar Pradesh","Hardoi","Sandila","Tomato","Hybrid","19/04/2021","820","900","860"
"Uttar Pradesh","Hardoi","Sandila","Wheat","Dara","19/04/2021","1830","1975","1975"
"Uttar Pradesh","Hathras","Haathras","Apple","Kasmir/Shimla - II","19/04/2021","6000","10000","8000"
"Uttar Pradesh","Hathras","Haathras","Bajra(Pearl Millet/Cumbu)","Hybrid","19/04/2021","1210","1260","1240"
"Uttar Pradesh","Hathras","Haathras","Banana","Banana - Ripe","19/04/2021","2100","2350","2200"
"Uttar Pradesh","Hathras","Haathras","Bitter gourd","Bitter Gourd","19/04/2021","1800","2100","2000"
"Uttar Pradesh","Hathras","Haathras","Bottle gourd","Bottle Gourd","19/04/2021","700","900","800"
"Uttar Pradesh","Hathras","Haathras","Brinjal","Round/Long","19/04/2021","600","900","700"
"Uttar Pradesh","Hathras","Haathras","Cabbage","Cabbage","19/04/2021","600","750","700"
"Uttar Pradesh","Hathras","Haathras","Carrot","Carrot","19/04/2021","800","1000","900"
"Uttar Pradesh","Hathras","Haathras","Cauliflower","Cauliflower","19/04/2021","800","1050","900"
"Uttar Pradesh","Hathras","Haathras","Chikoos(Sapota)","Sapota","19/04/2021","2500","2700","2600"
"Uttar Pradesh","Hathras","Haathras","Colacasia","Colacasia","19/04/2021","3300","3600","3500"
"Uttar Pradesh","Hathras","Haathras","Cucumbar(Kheera)","Cucumbar","19/04/2021","450","650","500"
"Uttar Pradesh","Hathras","Haathras","Garlic","Average","19/04/2021","5000","6100","5500"
"Uttar Pradesh","Hathras","Haathras","Ginger(Green)","Green Ginger","19/04/2021","2850","3200","3000"
"Uttar Pradesh","Hathras","Haathras","Grapes","Green","19/04/2021","4800","5200","5000"
"Uttar Pradesh","Hathras","Haathras","Green Chilli","Green Chilly","19/04/2021","2000","2350","2200"
"Uttar Pradesh","Hathras","Haathras","Jack Fruit","Jack Fruit","19/04/2021","2200","2500","2300"
"Uttar Pradesh","Hathras","Haathras","Lemon","Lemon","19/04/2021","9000","11000","10000"
"Uttar Pradesh","Hathras","Haathras","Mango","Safeda","19/04/2021","4000","4800","4500"
"Uttar Pradesh","Hathras","Haathras","Mustard","Sarson(Black)","19/04/2021","6500","6700","6550"
"Uttar Pradesh","Hathras","Haathras","Mustard Oil","Mustard Oil","19/04/2021","15100","15250","15200"
"Uttar Pradesh","Hathras","Haathras","Onion","Red","19/04/2021","800","1250","1100"
"Uttar Pradesh","Hathras","Haathras","Papaya","Papaya","19/04/2021","2350","2650","2500"
"Uttar Pradesh","Hathras","Haathras","Pomegranate","Pomogranate","19/04/2021","7850","8000","7900"
"Uttar Pradesh","Hathras","Haathras","Pomegranate","Pomogranate","19/04/2021","5400","5800","5500"
"Uttar Pradesh","Hathras","Haathras","Pomegranate","Pomogranate","19/04/2021","3000","3200","3050"
"Uttar Pradesh","Hathras","Haathras","Potato","Desi","19/04/2021","900","1100","1000"
"Uttar Pradesh","Hathras","Haathras","Pumpkin","Pumpkin","19/04/2021","500","800","700"
"Uttar Pradesh","Hathras","Haathras","Raddish","Raddish","19/04/2021","800","1050","900"
"Uttar Pradesh","Hathras","Haathras","Spinach","Other","19/04/2021","850","1000","900"
"Uttar Pradesh","Hathras","Haathras","Tomato","Deshi","19/04/2021","800","1000","850"
"Uttar Pradesh","Hathras","Haathras","Water Melon","Water Melon","19/04/2021","800","1000","900"
"Uttar Pradesh","Hathras","Haathras","Wheat","Dara","19/04/2021","1750","1975","1975"
"Uttar Pradesh","Hathras","Shadabad","Apple","Delicious","19/04/2021","6450","6650","6550"
"Uttar Pradesh","Hathras","Shadabad","Banana","Banana - Ripe","19/04/2021","2020","2220","2120"
"Uttar Pradesh","Hathras","Shadabad","Bitter gourd","Bitter Gourd","19/04/2021","1850","2050","1950"
"Uttar Pradesh","Hathras","Shadabad","Bottle gourd","Bottle Gourd","19/04/2021","660","860","760"
"Uttar Pradesh","Hathras","Shadabad","Brinjal","Brinjal","19/04/2021","700","900","800"
"Uttar Pradesh","Hathras","Shadabad","Cabbage","Cabbage","19/04/2021","550","750","650"
"Uttar Pradesh","Hathras","Shadabad","Cauliflower","Cauliflower","19/04/2021","650","850","750"
"Uttar Pradesh","Hathras","Shadabad","Cucumbar(Kheera)","Cucumbar","19/04/2021","640","840","740"
"Uttar Pradesh","Hathras","Shadabad","Ginger(Green)","Green Ginger","19/04/2021","2450","2650","2550"
"Uttar Pradesh","Hathras","Shadabad","Grapes","Annabesahai","19/04/2021","3600","3800","3700"
"Uttar Pradesh","Hathras","Shadabad","Green Chilli","Green Chilly","19/04/2021","2380","2580","2480"
"Uttar Pradesh","Hathras","Shadabad","Gur(Jaggery)","Red","19/04/2021","2630","2830","2730"
"Uttar Pradesh","Hathras","Shadabad","Lemon","Lemon","19/04/2021","4550","4750","4650"
"Uttar Pradesh","Hathras","Shadabad","Onion","Red","19/04/2021","1300","1500","1400"
"Uttar Pradesh","Hathras","Shadabad","Papaya","Papaya","19/04/2021","2400","2600","2500"
"Uttar Pradesh","Hathras","Shadabad","Pomegranate","Pomogranate","19/04/2021","5300","5500","5400"
"Uttar Pradesh","Hathras","Shadabad","Potato","Desi","19/04/2021","640","840","740"
"Uttar Pradesh","Hathras","Shadabad","Pumpkin","Pumpkin","19/04/2021","550","750","650"
"Uttar Pradesh","Hathras","Shadabad","Raddish","Raddish","19/04/2021","620","820","720"
"Uttar Pradesh","Hathras","Shadabad","Spinach","Spinach","19/04/2021","650","850","750"
"Uttar Pradesh","Hathras","Shadabad","Tomato","Deshi","19/04/2021","750","950","850"
"Uttar Pradesh","Hathras","Shadabad","Wheat","Dara","19/04/2021","1975","1975","1975"
"Uttar Pradesh","Hathras","Sikandraraau","Bajra(Pearl Millet/Cumbu)","Deshi","19/04/2021","1140","1205","1185"
"Uttar Pradesh","Hathras","Sikandraraau","Maize","Yellow","19/04/2021","1140","1215","1185"
"Uttar Pradesh","Hathras","Sikandraraau","Potato","Desi","19/04/2021","460","710","625"
"Uttar Pradesh","Hathras","Sikandraraau","Wheat","Dara","19/04/2021","1975","1975","1975"
"Uttar Pradesh","Jaunpur","Jaunpur","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5350","5450","5400"
"Uttar Pradesh","Jaunpur","Jaunpur","Bitter gourd","Bitter Gourd","19/04/2021","2000","2050","2025"
"Uttar Pradesh","Jaunpur","Jaunpur","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","19/04/2021","8450","8550","8500"
"Uttar Pradesh","Jaunpur","Jaunpur","Green Chilli","Green Chilly","19/04/2021","2400","2500","2445"
"Uttar Pradesh","Jaunpur","Jaunpur","Green Gram (Moong)(Whole)","Green (Whole)","19/04/2021","8050","8150","8100"
"Uttar Pradesh","Jaunpur","Jaunpur","Green Gram Dal (Moong Dal)","Green Gram Dal","19/04/2021","8950","9040","9000"
"Uttar Pradesh","Jaunpur","Jaunpur","Lemon","Lemon","19/04/2021","3950","4050","4000"
"Uttar Pradesh","Jaunpur","Jaunpur","Mustard","Lohi Black","19/04/2021","4900","5000","4950"
"Uttar Pradesh","Jaunpur","Jaunpur","Onion","Red","19/04/2021","1300","1350","1325"
"Uttar Pradesh","Jaunpur","Jaunpur","Papaya","Papaya","19/04/2021","2160","2240","2200"
"Uttar Pradesh","Jaunpur","Jaunpur","Peas(Dry)","Peas(Dry)","19/04/2021","6500","6600","6550"
"Uttar Pradesh","Jaunpur","Jaunpur","Potato","Badshah","19/04/2021","920","975","950"
"Uttar Pradesh","Jaunpur","Jaunpur","Raddish","Raddish","19/04/2021","900","950","930"
"Uttar Pradesh","Jaunpur","Jaunpur","Rice","III","19/04/2021","2290","2325","2310"
"Uttar Pradesh","Jaunpur","Jaunpur","Wheat","Dara","19/04/2021","1945","1990","1980"
"Uttar Pradesh","Jaunpur","Shahganj","Apple","Delicious","19/04/2021","8800","9000","8910"
"Uttar Pradesh","Jaunpur","Shahganj","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1900","2100","2000"
"Uttar Pradesh","Jaunpur","Shahganj","Bottle gourd","Bottle Gourd","19/04/2021","900","1100","1000"
"Uttar Pradesh","Jaunpur","Shahganj","Brinjal","Brinjal","19/04/2021","1000","1200","1100"
"Uttar Pradesh","Jaunpur","Shahganj","Carrot","Carrot","19/04/2021","1150","1300","1210"
"Uttar Pradesh","Jaunpur","Shahganj","Cucumbar(Kheera)","Cucumbar","19/04/2021","800","1000","900"
"Uttar Pradesh","Jaunpur","Shahganj","Garlic","Garlic","19/04/2021","4750","4850","4800"
"Uttar Pradesh","Jaunpur","Shahganj","Ginger(Green)","Green Ginger","19/04/2021","2540","2700","2600"
"Uttar Pradesh","Jaunpur","Shahganj","Grapes","Other","19/04/2021","3300","3500","3420"
"Uttar Pradesh","Jaunpur","Shahganj","Green Chilli","Green Chilly","19/04/2021","2350","2500","2430"
"Uttar Pradesh","Jaunpur","Shahganj","Mousambi(Sweet Lime)","Mousambi","19/04/2021","3450","3600","3530"
"Uttar Pradesh","Jaunpur","Shahganj","Onion","Red","19/04/2021","1200","1350","1250"
"Uttar Pradesh","Jaunpur","Shahganj","Pointed gourd (Parval)","Pointed gourd (Parval)","19/04/2021","2550","2700","2610"
"Uttar Pradesh","Jaunpur","Shahganj","Pomegranate","Pomogranate","19/04/2021","7500","7700","7610"
"Uttar Pradesh","Jaunpur","Shahganj","Potato","Badshah","19/04/2021","900","1000","960"
"Uttar Pradesh","Jaunpur","Shahganj","Pumpkin","Pumpkin","19/04/2021","1000","1150","1050"
"Uttar Pradesh","Jaunpur","Shahganj","Raddish","Raddish","19/04/2021","800","1000","900"
"Uttar Pradesh","Jaunpur","Shahganj","Tomato","Hybrid","19/04/2021","1000","1150","1050"
"Uttar Pradesh","Jaunpur","Shahganj","Wheat","Dara","19/04/2021","1970","1980","1975"
"Uttar Pradesh","Jhansi","Baruwasagar","Ginger(Green)","Green Ginger","19/04/2021","1240","1435","1365"
"Uttar Pradesh","Jhansi","Gurusarai","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","4800","5150","5000"
"Uttar Pradesh","Jhansi","Gurusarai","Gur(Jaggery)","Yellow","19/04/2021","2800","3000","2900"
"Uttar Pradesh","Jhansi","Gurusarai","Lentil (Masur)(Whole)","Masoor Gola","19/04/2021","5350","5600","5500"
"Uttar Pradesh","Jhansi","Gurusarai","Mustard","Sarson(Black)","19/04/2021","5000","5250","5200"
"Uttar Pradesh","Jhansi","Gurusarai","Mustard Oil","Mustard Oil","19/04/2021","11750","11900","11850"
"Uttar Pradesh","Jhansi","Gurusarai","Onion","Red","19/04/2021","1065","1185","1120"
"Uttar Pradesh","Jhansi","Gurusarai","Peas(Dry)","Peas(Dry)","19/04/2021","4950","5200","5100"
"Uttar Pradesh","Jhansi","Gurusarai","Potato","Desi","19/04/2021","650","785","700"
"Uttar Pradesh","Jhansi","Gurusarai","Rice","III","19/04/2021","2450","2500","2500"
"Uttar Pradesh","Jhansi","Gurusarai","Wheat","Dara","19/04/2021","1975","1980","1975"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Apple","Delicious","19/04/2021","9000","9200","9100"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","19/04/2021","6100","6300","6200"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Bajra(Pearl Millet/Cumbu)","Deshi","19/04/2021","1425","1550","1485"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Banana - Green","Banana - Green","19/04/2021","1100","1250","1200"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Barley (Jau)","Dara","19/04/2021","1615","1725","1685"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","4900","5100","5000"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2300","2500","2400"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Bitter gourd","Bitter Gourd","19/04/2021","1350","1450","1400"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","19/04/2021","7350","7500","7450"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Bottle gourd","Bottle Gourd","19/04/2021","680","725","710"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Brinjal","Round/Long","19/04/2021","815","900","875"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Ginger(Green)","Green Ginger","19/04/2021","2100","2250","2200"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Green Gram (Moong)(Whole)","Green (Whole)","19/04/2021","6625","6800","6750"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Gur(Jaggery)","Red","19/04/2021","3350","3500","3430"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Jack Fruit","Jack Fruit","19/04/2021","2300","2500","2400"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Jowar(Sorghum)","Red","19/04/2021","1825","1958","1865"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Lentil (Masur)(Whole)","Kala Masoor New","19/04/2021","5450","5700","5600"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Linseed","Linseed","19/04/2021","5200","5350","5300"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Maize","Yellow","19/04/2021","1615","1725","1675"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Mousambi(Sweet Lime)","Mousambi","19/04/2021","3400","3600","3500"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Mustard","Sarson(Black)","19/04/2021","6000","6150","6100"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Onion","Red","19/04/2021","1050","1150","1100"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Papaya","Papaya","19/04/2021","2450","2650","2500"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Peas(Dry)","Peas(Dry)","19/04/2021","5500","5650","5600"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Pomegranate","Pomogranate","19/04/2021","7250","7350","7300"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Potato","Desi","19/04/2021","750","850","820"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Pumpkin","Pumpkin","19/04/2021","650","720","700"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Rice","III","19/04/2021","2300","2450","2400"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Soyabean","Soyabeen","19/04/2021","5100","5300","5250"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Sponge gourd","Sponge gourd","19/04/2021","2400","2650","2600"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Tomato","Deshi","19/04/2021","850","950","900"
"Uttar Pradesh","Kanpur","Kanpur(Grain)","Wheat","Dara","19/04/2021","1925","2000","1975"
"Uttar Pradesh","Maharajganj","Nautnava","Banana - Green","Banana - Green","19/04/2021","600","700","640"
"Uttar Pradesh","Maharajganj","Nautnava","Brinjal","Brinjal","19/04/2021","1100","1200","1150"
"Uttar Pradesh","Maharajganj","Nautnava","Cauliflower","Cauliflower","19/04/2021","800","900","850"
"Uttar Pradesh","Maharajganj","Nautnava","Garlic","Garlic","19/04/2021","2200","2300","2250"
"Uttar Pradesh","Maharajganj","Nautnava","Green Chilli","Green Chilly","19/04/2021","1700","1850","1800"
"Uttar Pradesh","Maharajganj","Nautnava","Gur(Jaggery)","Red","19/04/2021","2900","3000","2950"
"Uttar Pradesh","Maharajganj","Nautnava","Onion","Red","19/04/2021","1400","1550","1500"
"Uttar Pradesh","Maharajganj","Nautnava","Papaya","Papaya","19/04/2021","1200","1300","1250"
"Uttar Pradesh","Maharajganj","Nautnava","Peas Wet","Peas Wet","19/04/2021","1500","1600","1550"
"Uttar Pradesh","Maharajganj","Nautnava","Potato","Desi","19/04/2021","600","700","660"
"Uttar Pradesh","Maharajganj","Nautnava","Tomato","Hybrid","19/04/2021","500","600","550"
"Uttar Pradesh","Meerut","Mawana","Banana - Green","Banana - Green","19/04/2021","1800","1900","1840"
"Uttar Pradesh","Meerut","Mawana","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1800","1950","1840"
"Uttar Pradesh","Meerut","Mawana","Bottle gourd","Bottle Gourd","19/04/2021","600","750","615"
"Uttar Pradesh","Meerut","Mawana","Brinjal","Round/Long","19/04/2021","600","750","630"
"Uttar Pradesh","Meerut","Mawana","Cabbage","Cabbage","19/04/2021","600","700","620"
"Uttar Pradesh","Meerut","Mawana","Cauliflower","Local","19/04/2021","700","800","720"
"Uttar Pradesh","Meerut","Mawana","Cucumbar(Kheera)","Cucumbar","19/04/2021","1020","1150","1050"
"Uttar Pradesh","Meerut","Mawana","Ginger(Green)","Green Ginger","19/04/2021","2500","2650","2550"
"Uttar Pradesh","Meerut","Mawana","Green Chilli","Green Chilly","19/04/2021","2050","2250","2100"
"Uttar Pradesh","Meerut","Mawana","Mustard","Sarson(Black)","19/04/2021","5600","5750","5650"
"Uttar Pradesh","Meerut","Mawana","Onion","Red","19/04/2021","1350","1550","1400"
"Uttar Pradesh","Meerut","Mawana","Papaya","Papaya","19/04/2021","1850","2050","1900"
"Uttar Pradesh","Meerut","Mawana","Pomegranate","Pomogranate","19/04/2021","8300","8450","8350"
"Uttar Pradesh","Meerut","Mawana","Potato","Desi","19/04/2021","850","900","870"
"Uttar Pradesh","Meerut","Mawana","Pumpkin","Pumpkin","19/04/2021","980","1150","1000"
"Uttar Pradesh","Meerut","Mawana","Raddish","Raddish","19/04/2021","480","600","500"
"Uttar Pradesh","Meerut","Mawana","Rice","III","19/04/2021","2900","3020","2940"
"Uttar Pradesh","Meerut","Mawana","Sugar","Chini","19/04/2021","3500","3650","3575"
"Uttar Pradesh","Meerut","Mawana","Tomato","Local","19/04/2021","700","850","720"
"Uttar Pradesh","Meerut","Mawana","Wheat","Dara","19/04/2021","1960","2000","1975"
"Uttar Pradesh","Mirzapur","Mirzapur","Apple","Delicious","19/04/2021","9100","9200","9145"
"Uttar Pradesh","Mirzapur","Mirzapur","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","19/04/2021","9100","9200","9145"
"Uttar Pradesh","Mirzapur","Mirzapur","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","19/04/2021","5800","5900","5845"
"Uttar Pradesh","Mirzapur","Mirzapur","Bengal Gram(Gram)(Whole)","Desi (Whole)","19/04/2021","5300","5400","5345"
"Uttar Pradesh","Mirzapur","Mirzapur","Bhindi(Ladies Finger)","Bhindi","19/04/2021","1650","1750","1700"
"Uttar Pradesh","Mirzapur","Mirzapur","Bitter gourd","Bitter Gourd","19/04/2021","2200","2275","2225"
"Uttar Pradesh","Mirzapur","Mirzapur","Black Gram Dal (Urd Dal)","Black Gram Dal","19/04/2021","9075","9165","9115"
"Uttar Pradesh","Mirzapur","Mirzapur","Bottle gourd","Bottle Gourd","19/04/2021","925","1000","965"
"Uttar Pradesh","Mirzapur","Mirzapur","Brinjal","Round/Long","19/04/2021","1100","1185","1135"
"Uttar Pradesh","Mirzapur","Mirzapur","Garlic","Desi","19/04/2021","5850","5950","5900"
"Uttar Pradesh","Mirzapur","Mirzapur","Ginger(Green)","Green Ginger","19/04/2021","2625","2715","2675"
"Uttar Pradesh","Mirzapur","Mirzapur","Green Chilli","Green Chilly","19/04/2021","2350","2450","2400"
"Uttar Pradesh","Mirzapur","Mirzapur","Gur(Jaggery)","Red","19/04/2021","3375","3475","3415"
"Uttar Pradesh","Mirzapur","Mirzapur","Mustard","Sarson(Black)","19/04/2021","4900","5000","4945"
"Uttar Pradesh","Mirzapur","Mirzapur","Onion","Red","19/04/2021","1415","1500","1465"
"Uttar Pradesh","Mirzapur","Mirzapur","Potato","Desi","19/04/2021","825","915","875"
"Uttar Pradesh","Mirzapur","Mirzapur","Rice","Coarse","19/04/2021","2300","2400","2345"
"Uttar Pradesh","Mirzapur","Mirzapur","Tomato","Hybrid","19/04/2021","850","950","900"
"Uttar Pradesh","Mirzapur","Mirzapur","Wheat","Dara","19/04/2021","1925","2025","1975"
"Uttar Pradesh","Muradabad","Bhehjoi","Potato","Desi","19/04/2021","600","650","625"
"Uttar Pradesh","Muradabad","Chandausi","Apple","Delicious","19/04/2021","7100","7140","7120"
"Uttar Pradesh","Muradabad","Chandausi","Banana","Banana - Ripe","19/04/2021","2440","2480","2460"
"Uttar Pradesh","Muradabad","Chandausi","Banana - Green","Banana - Green","19/04/2021","1280","1300","1300"
"Uttar Pradesh","Muradabad","Chandausi","Bhindi(Ladies Finger)","Bhindi","19/04/2021","2030","2070","2050"
"Uttar Pradesh","Muradabad","Chandausi","Bottle gourd","Bottle Gourd","19/04/2021","960","980","970"
"Uttar Pradesh","Muradabad","Chandausi","Brinjal","Round/Long","19/04/2021","970","990","980"
"Uttar Pradesh","Muradabad","Chandausi","Green Chilli","Green Chilly","19/04/2021","2300","2330","2320"
"Uttar Pradesh","Muradabad","Chandausi","Gur(Jaggery)","Pathari","19/04/2021","2880","2900","2900"
"Uttar Pradesh","Muradabad","Chandausi","Kabuli Chana(Chickpeas-White)","Kabul Small","19/04/2021","5640","5680","5660"
"Uttar Pradesh","Muradabad","Chandausi","Mousambi(Sweet Lime)","Mousambi","19/04/2021","2650","2700","2670"
"Uttar Pradesh","Muradabad","Chandausi","Mustard","Sarson(Black)","19/04/2021","5140","5180","5160"
"Uttar Pradesh","Muradabad","Chandausi","Onion","Red","19/04/2021","1440","1480","1460"
"Uttar Pradesh","Muradabad","Chandausi","Papaya","Papaya","19/04/2021","1640","1680","1660"
"Uttar Pradesh","Muradabad","Chandausi","Pomegranate","Pomogranate","19/04/2021","5220","5260","5240"
"Uttar Pradesh","Muradabad","Chandausi","Potato","Desi","19/04/2021","720","760","740"
"Uttar Pradesh","Muradabad","Chandausi","Tomato","Hybrid","19/04/2021","820","860","840"
"Uttar Pradesh","Muradabad","Chandausi","Wheat","Dara","19/04/2021","1960","1975","1975"
"Uttar Pradesh","Muradabad","Muradabad","Apple","Delicious","19/04/2021","7060","7160","7110"
"Uttar Pradesh","Muradabad","Muradabad","Banana","Medium","19/04/2021","1270","1370","1320"
